İLAN ADI,MAHALLE,FİYAT,NET(m²),BRÜT(m²),ODA-SALON SAYISI,ODA SAYISI,SALON SAYISI,BANYO SAYISI,FOTOĞRAF SAYISI
GÖZTEPE SERVER İSKİT SOKAK'TA 3+1 SATILIK DAİRE,13,4300000,92,110,3+1,3,1,2,16
DİNAMİK'TEN YALI PARSELİN'DE MUHTEŞEM 4+1 BALKONLU SATILIK,10,6300000,150,180,4+1,4,1,2,29
DİNAMİK'TEN KALAMIŞ MARİNAYA YAKIN 165M2 3+1 EBEVEYNLİ BALKONLU,10,4500000,125,165,3+1,3,1,2,31
DİNAMİK'TEN ÇİFTEHAVUZLAR SAHİLDE KAPANMAZ PARK VE DENİZ MANZARA,5,8500000,125,165,3+1,3,1,2,23
DİNAMİK'TEN GÖZTEPE TÜTÜNCÜ'DE MARMARAYA 1 DK 135M2 3+1 BALKONLU,13,3250000,100,135,3+1,3,1,1,25
FENERYOLU BAĞDAT'A 1.PARALEL 3 YILLIK İSKANLI 90m2 SATILIK 2+1,11,3300000,70,90,2+1,2,1,1,31
KOZYATAĞI KAYA SULTAN SOKAK 350m2 DEPREM SONRASI SATILIK 5+2,15,3350000,300,350,5+2,5,2,3,31
KAZASKER PAŞA KORUSU 14.KAT DENİZ MANZARALI 180m2 SATILIK 3+1,2,5000000,140,180,3+1,3,1,2,31
DİNAMİK'TEN CADDEBOSTAN SAHİL'DE 3+1 BALKONLU SATILIK DAİRE,5,6945000,105,135,3+1,3,1,2,23
Dinamik'ten Feneryolun'da Site İçinde Önü Açık Manzaralı 3+1,11,4150000,105,140,3+1,3,1,2,33
C.BOSTAN MİGROSA 3 BİNADA SIFIR 120M2 İŞYERİNE KONUTA LÜKS,5,5750000,90,120,3+1,3,1,2,24
ERENKÖY'DE 145M2 3+1 GENİŞ BALKONLU EBEVEYNLİ SATILIK DAİRE,8,4250000,105,145,3+1,3,1,2,31
CenkCaddede Fenerbahçe Satılık 3+1 Balkonlu Vatandaşlığa Uygun,10,4600000,85,110,3+1,3,1,2,24
Suadiye Bağdat & EminAliPaşa Arası +124 m2 Net Teraslı Dubleks %,20,3950000,124,155,2+2,2,2,2,21
ŞAHANE LOKASYONDA SATILIK LÜKS DUBLEKS DAİRE,8,14650000,290,320,5+2,5,2,3,32
MODA'DA YATIRIMLIK KİRA GETİRİLİ 2,6,2425000,102,128,2+1,2,1,1,30
YATIRIMLIK! KOZYATAĞINDA BALKONLU,15,2145000,75,90,2+1,2,1,1,31
Suadiye nin En Güzel Lokasyon unda 3+1 Satılık Residence Dairesi,20,6950000,110,139,3+1,3,1,2,14
ACIBADEM'de MUHTEŞEM MANZARALI LÜX SATILIK ÇATI DUBLEKS,3,9750000,295,370,5+1,5,1,3,31
KW SİNAN'DAN MODA DA YENİ BİNA'DA FULL MANZARALI DUBLEKS DAİRE,6,4990000,220,265,4+1,4,1,3,25
KOZYATAĞI BAYAR CADDESİNE ÇOK YAKIN GENİŞ 3+1 DAİRE,2,1500000,100,140,3+1,3,1,2,32
KW Cadde'denMinibüs Caddesine Yürüme Mesafesi Ara Kat Emsalsiz,15,3200000,80,100,2+1,2,1,2,30
ERENKÖY DE 2 YILLIK BİNADA 4.KATTA GÜNEY BATI CEPHE KOMBİLİ 3+1,8,3600000,108,125,3+1,3,1,1,16
Caddebostan sahilde 4 yaşında iskanlı 3+1 Kombili Balkonlu,5,5300000,98,125,3+1,3,1,2,32
Moda Dr. Esat Işık Cad. Üzerinde Havuzlu Otoparklı 4+1,6,4350000,140,170,4+1,4,1,2,23
FENERYOLU ÖZGÜRLÜK PARKINA YAKIN 160M2 BALKONLU ULTRA LÜKS,11,3595000,125,160,3+1,3,1,2,23
SUADİYEDE GİRİŞ KATI 2+1 MARMARAY YÜRÜME MESAFESİNDE SATILIK,20,1635000,75,95,2+1,2,1,1,22
MODA SAHİL DE MUHTEŞEM DENİZ MANZARALI AYRICALIKLI ÖZEL TERASLI.,6,11000000,133,177,3+1,3,1,1,26
Dinamik'ten Suadiye'de Kaptan Arif Caddesine'de 3+1 Balkonlu,20,3595000,110,140,3+1,3,1,1,31
Yenitepe Kadıköy de Balkonlu Yüksek kat Satılık Boş 3+1 Daire,7,5550000,130,200,3+1,3,1,3,30
Moda'nın kalbinde oturmak ister misiniz?,6,3750000,100,130,3+1,3,1,1,30
KOZYATAĞI METRO İSTASYONUNA VE KOZZY AVM YE YAKIN KONUMDADI,15,2350000,110,140,3+1,3,1,1,13
Fenerbahçe'de Orduevi yakını,10,9850000,216,260,4+2,4,2,4,23
BAĞDATA SADECE 100MT MESAFEDE,11,4995000,150,210,4+1,4,1,3,28
SUADİYE'DE DİNAMİKTEN MERKEZİ KONUMDA BALKONLU 3+1 SATILIK DAİRE,20,2350000,100,125,3+1,3,1,1,28
SAKİNLERDE ŞAHANE 3+1 125m² DOĞA MANZARALI ARAKAT DAİRE,3,3350000,120,125,3+1,3,1,2,26
ERENKÖY BAĞDAT CADDESİ YAKIN 4+1 190M2 24 SAAT GÜVENLİKLİ DAİRE,8,16100000,165,225,4+1,4,1,2,29
F.YOLU BAĞDATA YAKIN 225M2 BALKONLU ULTRA LÜKS DAİRE,11,4995000,185,225,4+1,4,1,2,18
GÖZTEPE MERKEZDE İÇİ YAPILI BALKONLU EBEVEYN BANYOLU SATILIK 3+1,13,3100000,125,165,3+1,3,1,2,26
KOZYATAĞINDA KOZZY AVM'YE KOMŞU 12.KATTA 3+1 110 M2,15,4000000,87,110,3+1,3,1,1,27
AKAY DAN İKBALİYE METROYA 2DK İYİ LOKASYON 2+1 100m² ZEMİN KAT,3,825000,90,100,2+1,2,1,1,4
BOSTANCI SAHİLİNDE KESİNTİSİZ LEBİDERYA MANZARALI 330 M2 DAİRE,4,13750000,281,330,6+1,6,1,2,24
MODA CADDE DE SATILIK DAİRE TİCARİ OFİSEDE UYGUN,6,1400000,80,95,2+1,2,1,1,15
CADDEBOSTAN BAĞDAT CADDESİNE 150 METRE MESAFEDE 145 M2 DAİRE,5,5500000,117,145,3+1,3,1,2,24
ACIBADEM CAD.ÜZERİ DENİZ MANZARALI 2+1 100m²AKILLI BİNA ARAKAT,3,3375000,90,100,2+1,2,1,2,24
FENERBAHÇE'DE 12.KAT DENİZ MANZARALI BALKONLU 230m2 SATILIK 4+1,10,7800000,185,230,4+1,4,1,2,21
ERENKÖY DİVAN arkası Nezih Apt 155m2 Ferah Daire YATIRIM DEĞERLİ,5,6900000,130,155,3+1,3,1,2,20
ERENKÖY BAĞDATA YAKIN 185M2 45M2 SALONLU 2 BALKONLU ULTRA LÜKS,8,4495000,155,185,4+1,4,1,3,31
GÖZTEPE BAĞDATA YAKIN 4 YILLIK TERASLI MANZARALI DUBLEKS,13,6950000,190,250,5+1,5,1,3,30
KOZYATAĞI YENİ BİNADA ADALAR MANZARALI DUBLEKS 294M2 4+2,15,5850000,210,294,4+2,4,2,2,31
CADDEBOSTAN SAHİLDE YATIRIMLIK İÇİ SIFIRLANMIŞ 250 M2 4,5,8900000,180,250,4+1,4,1,3,31
CITY'DEN ..FENERBAHÇE SAHİL  KATTA TEK 4+1 ''KOMPLE YENİLENMİŞ'',10,5950000,145,185,4+1,4,1,2,31
BOSTANCIDA YENİ BİNADA 5+1 DUBLEKS DAİRE 200M2 NET,4,5590000,200,260,5+1,5,1,2,31
CADDEBOSTAN'DA DİNAMİK'TEN 160m2 NET 3+1 DUBLEKS-TERASLI SATILIK,13,4950000,160,220,3+1,3,1,2,20
SUADİYE KAPTANARİF TE 140 M2 BRÜT YENİ LÜKS,20,3150000,105,140,3+1,3,1,2,18
Fenerbahçe Deniz Manzaralı Güvenlik Kahve Dünyası Süt İş,10,9500000,133,179,3+1,3,1,2,17
CİTYDEN..ERENKÖY TELLİKAVAKTA 5 YILLIK BİNA İÇİ SIFIR 148M2 3+1,8,3245000,108,148,3+1,3,1,2,13
SUADİYE'DE DİNAMİK'TEN ÖN CEPHE BALKONLU 2+1 SATILIK DAİRE,20,1950000,110,140,2+1,2,1,1,12
ŞAŞKINBAKKAL'DA DİNAMİK'TEN CADDEYE PARALEL 3+1 FIRSAT DAİRE,20,3500000,90,120,3+1,3,1,1,10
KADIKÖY BAĞDAT CADDESİ  SATILIK DUBLEX,5,8500000,213,248,5+2,5,2,4,29
MTS PRIME EMLAK-7 YILLIK BİNA,10,3950000,90,125,3+1,3,1,2,9
Dinamik'ten Selamiçeşme Bağdata ve Özgürlük Parkına Çok yakın,11,3175000,115,145,3+1,3,1,2,19
4 YAŞINDA ÖNÜ AÇIK EBEVENY BANYOLU ISI PAY ÖLÇERLİ 3+1 DAİRE,15,3695000,105,140,3+1,3,1,2,20
İNŞAAT BİTMEDEN ALIN,4,2400000,66,86,2+1,2,1,1,2
BEGÜMDEN  ERENKÖYDE YAPILI ÖZEL TASARIM KONFORLU 3+1,8,2950000,90,120,3+1,3,1,2,31
BEGÜMDEN FENERBAHÇE'DE BAĞDAT CAD.DE BALKONLU 4+1 190M2,10,5950000,150,190,4+1,4,1,2,22
ERENKÖY'DE DİNAMİK'TEN 2 YILLIK YENİ BİNADA GENİŞ 3+1 SATILIK,8,3600000,108,125,3+1,3,1,1,31
CİTYDEN SUADİYE DE MARMARAYA VE BAĞDAT A KOMŞU 160m2 3+1,20,5950000,120,160,3+1,3,1,2,24
CİTYDEN CADDEBOSTAN DA BAKIMLI BİNADA KATTA TEK 185m2 4+1,13,4895000,145,190,4+1,4,1,2,29
CİTY'DEN KALAMIŞTA YAT LİMANINA ADIM MESAFEDE SAKİN SOKAK TA 3+1,10,3950000,95,130,3+1,3,1,2,25
SUADİYE'DE DİNAMİK'TEN 115m NET 3+1 BALKONLU CADDEYE YAKIN,20,4350000,115,140,3+1,3,1,2,26
KADIKÖY,1,4950000,145,182,3+1,3,1,2,36
Çiftehavuzlar'da Bağdat Caddesine Yakın Teraslı Dubleks,13,6950000,205,265,4+1,4,1,3,26
Fenerbahçe Kalamış 6+2 Teraslı Satılık Dubleks Daire,10,9950000,280,340,6+2,6,2,4,26
CADDEBOSTAN SAHİLDE BAĞDATA 2.BİNA SIFIR KATTA TEK 154M2 3+1,5,7595000,110,154,3+1,3,1,2,27
CITY'DEN.. ERENKÖY DİVAN'IN SOKAĞINDA TERASLI MÜKEMMEL DUBLEX..,8,6050000,210,250,4+2,4,2,3,27
CİTY DEN FENERBAHÇE DE KALAMIŞ CADDESİNE 2.BİNADA 165m2 3+1,10,7950000,120,165,3+1,3,1,2,29
CİTY DEN FENERBAHÇE DE BAĞDAT SAHİL ARASINDA DENİZ MANZARALI KAT,10,12950000,150,210,4+1,4,1,2,36
CİTY DEN SUADİYE DE BAĞDAT CAD. ŞAŞKINBAKKAL A KOMŞU 150m2 3+1,20,4375000,110,150,3+1,3,1,2,23
KADIKÖY'ÜN GÖZBEBEĞİ ŞUA ELİTE CONCEPTREZİDANS SATILIK 2+1 DAİRE,12,1950000,73,109,2+1,2,1,1,36
S.ÇEŞME ÖZG.PARKINA 5DK.MESAFEDE NET:220M2.5+2 MUHTEŞEM DUBLEKS,11,5900000,220,250,5+2,5,2,4,36
ERENKÖY'DE DİNAMİK'TEN 3+1 İSKANLI 90 M2 NET SATILIK,8,3950000,90,130,3+1,3,1,2,19
MTS PRIME EMLAK-40 M2 TERASLI DUBLEKS,10,9950000,300,350,6+2,6,2,4,27
DİNAMİK'TEN CADDEBOSTAN SAHİL'DE SİTE ÖZELLİKLİ 3+1 SATILIK,5,4950000,98,125,3+1,3,1,2,18
Dinamik'ten Fenerbahçe'de Sahile Yakın İskanlı Geniş 4+1Dinamik',10,6850000,150,255,4+1,4,1,3,30
MTS PRIME EMLAK-SAHİLDE-KATTA TEK,5,7595000,110,145,3+1,3,1,2,9
SUADİYE AMETİST'TE SATILIK FUL DENİZ MANZARALI MUHTEŞEM DUBLEKS,4,6500000,189,233,4+2,4,2,3,36
Caddebostan Sahil Plaj Yolu Yakın Konumda Satılık Daire,5,5600000,110,140,3+1,3,1,2,18
SUADİYE MAH.185M2 NET 4+1 KOMBİLİ EBEVEYN BANYOLU SATILIK DAİRE,20,4650000,185,210,4+1,4,1,3,26
Caddebostan 3+1 geniş daire,5,4750000,118,130,3+1,3,1,1,25
GÖSTEPEDE YENİ BİNADA 3+1 95 M2 NET FUL İÇİ YENİ SATILIK DAİRE,13,4650000,95,135,3+1,3,1,1,27
BOSTANCIDA 3+1 95 M2 NET 3 YILLIK BİNADA EBEVEYN BANYOLU,4,3695000,95,115,3+1,3,1,2,21
UTKU'DAN FENERYOLU'NDA 3 YILLIK YENİ BİNADA 2+1 65M2 NET,11,2650000,65,85,2+1,2,1,1,30
UTKU'DAN TEK YETKİLİ! ERENKÖY'DE 130m2 Net 3+1 3 BALKONLU,8,3100000,130,165,3+1,3,1,2,26
UTKU'DAN TEK YETKİLİ ! BOSTANCIDA GENİŞ 3+1 BALKONLU EBEVEYNLİ !,4,3650000,105,135,3+1,3,1,2,41
UTKU'DAN SUADİYE'DE YENİ BİNADA 3+1 BALKONLU EBEVEYNLİ DAİRE !!,20,4200000,100,140,3+1,3,1,2,21
UTKU'DAN CADDEBOSTAN SAHİLDE 3+1 YENİ BİNADA KOMBİLİ !!,5,4500000,80,115,3+1,3,1,2,26
UTKU'DAN ŞAŞKINBAKKAL SAHİLDE 122m2 NET 3+1 GENİŞ BALKONLU !!,20,9595000,122,165,3+1,3,1,2,33
UTKU'DAN SUADİYE ZARAYA YAKIN YENİ BİNADA 120m2 NET 3+1 BALKONLU,20,5950000,120,150,3+1,3,1,2,21
UTKU'DAN ERENKÖY'DE SIFIR BİNADA 3+1 EBEVEYN BANYOLU BALKONLU !,8,3950000,95,135,3+1,3,1,2,38
UTKU'DAN FENERBAHÇE'DE GENİŞ 3+1 KAPALI OTOPARKLI PRESTİJLİ BİNA,10,5675000,120,150,3+1,3,1,1,25
UTKU'DAN SUADİYE SAHİLDE 200m2 4+1 MASRAFSIZ KATTA TEK FIRSATI !,20,7800000,180,240,4+1,4,1,3,36
UTKU'DAN DİVANIN SOKAĞINDA 140m2 3+1 YENİ BİNADA KOMBİLİ DAİRE !,8,4850000,105,140,3+1,3,1,2,33
FENERYOLUNDA 3+1 KOMPLE TADİLAT GÖRMÜŞ TERTEMİZ ÖN DAİRE,11,3595000,135,165,3+1,3,1,2,24
ERENKÖY'DE 160M2 BALKONLU GENİŞ ULTRA LÜKS DAİRE,8,3495000,130,160,3+1,3,1,2,23
CENTURY 21.SAHRA'DAN FULL DENİZ MAN. İÇİ YAPILI 133M2 NET 3+1,4,4650000,133,160,3+1,3,1,2,26
Dinamik'ten Göztepe Rıdvanpaşada 125 M2 Net Özel Dekorasyonlu 3+,13,4295000,125,145,3+1,3,1,2,24
ERENKÖY BAĞDATA YAKIN SIFIR 135M2 BALKONLU LÜKS,8,4850000,105,135,3+1,3,1,2,19
Kalamış Parkına Yakın Sıfır Binada Satılık Daire,21,4000000,88,110,2+1,2,1,1,19
Caddebostan Tanzimat Sokak Bağdat Caddesi 7. Bina 3+1 Kombili,5,4400000,107,140,3+1,3,1,2,18
GÖZTEPE MERKEZDE İÇİ YAPILI BALKONLU EBEVEYN BANYOLU SATILIK 3+1,13,3100000,125,165,3+1,3,1,2,26
Ada manzaralı bir dairede mi oturmak istiyorsunuz?,4,4450000,150,175,3+1,3,1,1,34
Dinamik'ten Fenerbahçe'de Sahil'de Balkonlu Geniş 3+1,10,5450000,120,150,3+1,3,1,2,25
Dinamik'ten Feneryolun'da Parka Yakın Bakımlı Binada Geniş 3+1,11,2850000,115,150,3+1,3,1,1,25
Dinamik'ten Göztepe'de Caddeye 3.Bina Geniş 4+1 Katta Tek,13,4950000,135,160,4+1,4,1,2,27
Dinamik'ten Feneryolun'da Bağdat Caddesine Yakın Geniş 3+1 Daire,11,4495000,130,150,3+1,3,1,2,36
UTKU'DAN CADDEBOSTAN SAHİLDE YENİ BİNADA 3+1 BALKONLU SATILIK !!,5,5300000,95,130,3+1,3,1,2,16
UTKU'DAN ERENKÖY ETHEMEFENDİ'DE 125m2 NET 3+1 YENİ BİNADA !!,8,5750000,125,155,3+1,3,1,2,14
MTS PRIME EMLAK-DENİZ MANZARALI-KATTA TEK,10,12250000,150,210,4+1,4,1,2,14
MTS PRIME EMLAK-MANZARALI-GÜVENLİKLİ,20,12850000,340,380,4+2,4,2,3,14
FENERBAHÇE'DE 8 YILLIK YENİ 155M2 GÜVENLİKLİ LÜKS,10,7350000,125,155,3+1,3,1,2,12
Kalamış'ın kalbinde hem huzur hem neş'e..,10,6900000,105,130,3+1,3,1,2,34
UTKU'DAN ERENKÖY'DE MARMARAYA YAKIN KONUMDA 2+1 AÇIK MUTFAKLI !,8,2750000,80,100,2+1,2,1,1,13
C.BOSTAN BAĞDATA YAKIN 4 YILLIK 140M2 GÜVENLİKLİ REZİDENS,5,5195000,118,140,3+1,3,1,2,9
MTS PRIME EMLAK-SAHİL TARAFINDA,5,6500000,240,280,4+1,4,1,3,12
ŞAŞKNBAKKAL IN KALBİ NOTER SOKAK 135 net 3+1 SATILIK,20,4890000,135,185,3+1,3,1,2,31
MTS PRIME EMLAK-YENİLENMİŞ-CADDEYE 2 ADIM,20,4275000,110,150,3+1,3,1,2,8
UTKU'DAN ERENKÖY'DE PROJEDEN GERÇEK 83m2 NET 3+1 FIRSATTIR !,8,2950000,83,115,3+1,3,1,2,6
Fenerbahçe Kalamış Deniz Marina Manzaralı Balkonlu 4+1 Satılık,10,9800000,140,180,4+1,4,1,1,28
CİTY'DEN KAÇIRMAYIN. BAĞDATA 100MT,11,3350000,85,120,2+1,2,1,2,20
Kalamış Wyndham Otel Karşı Sokak İçinde 3+1 Satılık,10,6500000,110,145,3+1,3,1,2,26
GÖZTEPE MİNİBÜSE YAKIN 90M2 TERASLI EBEVEYNLİ YENİ 140M2 3+1,16,3140000,100,140,3+1,3,1,2,26
KOZYATAĞI MÜKEMMEL LOKASYONDA KÖŞE DAİRE ARAKAT MANZARALI 3+1,15,2750000,103,168,3+1,3,1,2,25
ERENKÖY MARMARAY VE BAĞDATA ADIM MESAFEDE  YENİLENMİŞ 160M2 3+1,8,5750000,115,160,3+1,3,1,2,26
Feneryolu Balkonlu Kombili 3+1 Satılık Daire,11,4300000,122,155,3+1,3,1,2,24
SUADİYE KAPANMAZ DENİZ MANZARALI 5+2 DUBLEX,20,9000000,250,280,5+2,5,2,3,11
Göztepe'de 2+1 90 m2 Net Satılık Daire Kombili Balkonlu Depolu,13,3325000,90,110,2+1,2,1,1,25
BAĞDAT CADDESİ SUADİYE SAHİL PARSELİNDE ŞAHANE KONUMDA 3+1,20,6600000,82,110,3+1,3,1,2,14
19 MAYIS MAH. MERKEZİ KONUMDA DOĞALGAZ KOMBİ ISITMALI 3+1 DAİRE,2,2200000,100,123,3+1,3,1,1,12
CADDEBOSTAN SAHİLDE 220M2 BALKONLU ULTRA LÜKS,5,8900000,180,220,4+1,4,1,2,30
CADDEBOSTAN SAHİLDE SIFIR 145M2 MANZARALI KATTA TEK,5,7595000,110,145,3+1,3,1,2,23
KALAMIŞ MARİNAYA YAKIN 7 YILLIK 125M2 ULTRA LÜKS,10,3950000,90,125,3+1,3,1,2,22
SUADİYE DE SAHİLE 1 DKK YÜRÜME MESAFESİNDE YENİ BİNADA ULTRA LUX,20,6500000,107,140,3+1,3,1,2,28
Fenerbahçe Güney Cepheli Önü Açık Kahve Dünyasına Yakın,10,7950000,112,145,3+1,3,1,2,26
FENERBAHÇE'DE DİNAMİK'TEN YÜKSEK GİRİŞ KATTA 3+1 SATILIK DAİRE,10,3950000,100,130,3+1,3,1,2,30
CADDEBOSTAN'DA BAĞDAT CADDESİNE YAKIN NET 150 M2 4+1 DAİRE,5,7000000,150,180,4+1,4,1,2,36
KOZYATAĞINDA YENİ SIFIR DUBLEKS DAİRE 200 M2,15,5250000,170,200,5+1,5,1,2,20
SUADİYE OTELİNE KOMŞU SAHİLDE BAHÇE KULLANIMLI GİRİŞ KATI,20,6000000,85,120,3+1,3,1,2,17
Fenerbahçe Ayanoğlu Ordu Evi Yakın Katta Tek Kapalı Otopark,10,7000000,175,225,3+1,3,1,1,17
Çiftehavuzlar Sahil Büyük Kulüp Yakın Balkon 4+1 Sıfır Satılık,10,6850000,165,247,4+1,4,1,2,17
ERENKÖY MİNİBÜS CADDESİ ÜZERİ SIFIR 135M2 BALKONLU LÜKS,8,4790000,105,135,3+1,3,1,2,16
KORU MANZARA IŞIK KOLEJİ YANI MUHTEŞEM LOKASYON YENİ DAİRE,2,3600000,80,100,2+1,2,1,1,9
CİTY DEN ERENKÖY İSTASYON CAD. FULL YAPILI FERAH 160m2 3+1,8,3495000,130,160,3+1,3,1,3,22
ÇİFTEHAVUZLAR BAĞDAT CADDESİ ÜZERİNDE 4+1 SATILIK SIFIR DAİRE,13,8500000,160,180,4+1,4,1,2,3
FENERYOLU BAĞDAT VE 26 MART PARKINA ADIM MESAFEDE 105M2 2+1,11,2690000,75,105,2+1,2,1,1,22
CİTY DEN ERENKÖY ETHEMEFENDİ CAD. KOMŞU MASRAFSIZ 135m2 3+1,8,2950000,90,135,3+1,3,1,2,19
BOSTANCI ALİ NİHAT TARLAN CD ÜZERİ 3 YAŞINDA EBEVEYNLİ 140M2 3+1,4,3695000,100,140,3+1,3,1,2,24
ETHEM EFENDİ CAD ÜZERİNDE BALKONLU SATILIK 3+1 DAİRE!!,8,4295000,100,140,3+1,3,1,2,31
DİNAMİK'TEN FENERBAHÇE SAHİLDE YENİ BİNADA EBEVEYNLİ 150M2 SATIL,10,7950000,120,150,3+1,3,1,2,32
CİTY DEN FENERBAHÇE DALYAN DA SAHİLE 100mt MESAFEDE SÜPER DAİRE,10,5450000,125,160,3+1,3,1,2,18
SUADİYE KATTA TEK BAĞDATA YAKIN 2 BALKONLU 240 M2 4+1,20,4650000,180,240,4+1,4,1,3,27
Fenerbahçe Dalyan Ordu Evine Parka Yakın Balkon Kapalı Otoparklı,10,5675000,120,150,3+1,3,1,1,18
GÖZTEPE MARMARAY VE ÖZGÜRLÜĞE ADIM MESAFEDE 3 BALKONLU 168M2 3+1,13,3700000,120,168,3+1,3,1,2,25
GÖZTEPEDE BAĞDATA 5.BİNA,13,4995000,100,140,3+1,3,1,2,27
MERDİVENKÖY PARK MANZARALI ÖNU KAPANMAZ 3+1 GENİS KULLANIŞLI,20,3100000,120,165,3+1,3,1,2,36
SUADİYE'DE BAĞDATA YAKIN 9 YILLIK 380M2 4+2 TERASLI DENİZ MANZ.,20,12850000,300,380,4+1,4,1,3,31
WEN CADDE'DEN SUADİYE AYŞEÇAVUŞ CAD.4 YAŞINDA SATILIK 3+1,20,5950000,120,150,3+1,3,1,2,22
CİTYDEN..ERENKÖY ETHEMEFENDİYE KOMŞU 300M2 4+2 DUBLEKS,8,5250000,240,300,4+2,4,2,4,26
ACIBADEM CAD.ÜZERİ ŞAHANE DENİZ,3,12500000,350,360,6+2,6,2,3,33
Kalamış Wyndham Otel Marina Yakın Konumda Balkonlu Daire,10,4500000,115,155,3+1,3,1,1,22
Kalamış Wyndham Otel Karşı Sokağında Deniz Manzaralı Sıfır 4+1,10,12950000,145,200,4+1,4,1,2,26
CİTY DEN CADDEBOSTAN DA SAHİLE KOMŞU NET 240m2 4+1,5,5950000,240,340,4+1,4,1,2,32
GÖZTEPEDE  VATANDAŞLIĞA  UYGUN  SATILIK  DAİRE,13,3250000,93,125,3+1,3,1,2,13
CİTYDEN..ERENKÖY ETHEMEFENDİDE YENİ BİNA 295M2 3+2 DUBLEKS,8,4250000,230,295,3+2,3,2,2,18
Fenerbahçe Dalyan Deniz Manzaralı Yüzme Havuzu Güvenlik,10,36000000,280,350,5+2,5,2,3,16
BAĞDAT CADDESİ'NDE BALKONLU,4,3800000,120,150,3+1,3,1,2,14
CİTY'DEN ETHEMEFENDİ CADDESİNDE 170M2 3+1 YENİ,8,3950000,130,170,3+1,3,1,2,10
GÖZTEPE MİNİBÜS CAD YAKIN 150 M2 KOMBİLİ FULL YAPILI,16,3100000,125,150,3+1,3,1,1,12
CADDEBOSTAN SAHİL DE YABANCI SATIŞA UYGUN NET 125 m2 SATILIK !!,5,4750000,125,160,3+1,3,1,2,28
Kadıköy Rasimpaşa Bahçe Kat 2+1 Daire,18,1250000,65,75,2+1,2,1,1,24
REALTY WORLD Studio dan BAĞDAT CADDESİNDE OTOPARKLI (AÇIKLAMA!),5,4650000,125,160,3+1,3,1,1,5
DİNAMİK'TEN FENERBAHÇE AYANOĞLU'NDA PRESTİJLİ BİNADA FIRSAT!,10,4400000,120,150,3+1,3,1,1,23
ERENKÖY MARMARAYA YAKIN 155M2 BAKONLU ULTRA LÜKS,8,3300000,120,155,3+1,3,1,2,24
DİNAMİK'TEN ŞAŞKINBAKKAL SAHİLDE DENİZ MANZARALI 3+1 122 M2 NET,20,9595000,122,160,3+1,3,1,2,20
ACIBADEM CADDE ÜZERİ İYİ KONUM 4+1 230m²DUBLEX DAİRE,3,7380000,220,230,4+1,4,1,2,24
SUADİYE SAHİL SIFIR 110m2 MÜSTAKİL BAHÇELİ EBEVEYNLİ SATILIK 3+1,20,6600000,80,110,3+1,3,1,2,30
SUADİYE BAĞDAT-MİNİBÜS ARASI 101m2 SIFIR 9.KAT EBEVEYNLİ SATILIK,20,3750000,81,101,2+1,2,1,2,26
SUADİYE MİNİBÜS CAD.103m2 '0' DENİZ MANZARALI 13.KAT SATILIK 2+1,20,4180000,83,103,2+1,2,1,2,29
CADDEBOSTAN SAHİLDE 240m2 DEPREM SONRASI MANZARALI SATILIK 6+1,5,8000000,190,240,6+1,6,1,3,31
DİNAMİK'TEN FENERYOLU'NDA SIFIR BİR EŞİ DAHA YOK!,11,2690000,75,90,2+1,2,1,1,18
SUADİYE BAĞDATA YAKIN 125M2 BALKONLU ULTRA LÜKS,20,2295000,95,125,3+1,3,1,2,18
KADIKÖY SAHRAYICEDİT MAHALLESİN,19,4250000,120,135,3+1,3,1,2,33
SUADİYE SAHİLDE 4 YILLIK 295M2 + 30M2 TERASLI LÜKS DUBLEKS,20,11900000,250,295,4+2,4,2,3,25
DİNAMİK'TEN BAĞDAT CADDESİ ÜZERİNDE 3+1,21,2950000,95,125,3+1,3,1,1,17
ACIBADEM EKŞİLER SİTESİNDE ÇOK İYİ KONUM 3+1 145m² YÜKSEK GİRİŞ,3,3900000,135,145,3+1,3,1,2,20
DİNAMİK'TEN  ERENKÖYDE CADDEYE 6DK BALKONLU 110m2 FIRSAT,8,3550000,90,110,3+1,3,1,2,16
FENERBAHÇE'DE SİTE ÖZELLİKLİ 2+1 BAHÇE CEPHELİ TERS DUBLEKS,10,3350000,92,123,2+1,2,1,2,14
FENERBAHÇE'DE 8 YILLIK YENİ 155M2 GÜVENLİKLİ LÜKS,10,7950000,125,155,3+1,3,1,2,13
Dinamik'ten Merdivenköy'de Minibüse Yakın Balkonlu 3+1,16,1850000,90,125,3+1,3,1,2,24
TURYAP'TAN ALTOWER RESİDENCE'DA 1+1 SATILIK DAİRE,19,1620000,47,75,1+1,1,1,1,6
Dinamik'ten GÖZTEPE TANZİMAT ÜZERİNDE 3+1 YENİ BİNADA,13,4450000,93,130,3+1,3,1,2,30
WEN CADDE CADDEBOSTAN SAHİLDE FERAH FIRSAT DUBLEKS 4+1 DAİRE,5,7250000,240,280,4+1,4,1,3,25
Fenerbahçe Dalyan Kulüp Ordu Evi Yakın Satılık 3+1 Daire,10,6800000,100,130,3+1,3,1,2,16
WEN CADDE İNÖNÜ CADDESİNDE 1 YAŞINDA FIRSAT SATILIK 3+1 DUBLEKS,19,3650000,165,210,4+1,4,1,2,24
Fenerbahçe Kalamış Deniz Marina Doğa Manzaralı 3+1 Satılık,10,13800000,122,160,3+1,3,1,2,19
